paper_id,concept
1458170,"Merge sort"
1458170,"Random access"
1458170,"Binary code"
1458170,"String (computer science)"
1458170,DNA
1646134,"Suffix tree"
1646134,"DNA sequencing"
1646134,"String searching algorithm"
1646134,"Random access"
1646134,"String (computer science)"
1646134,DNA
1646134,"Data structure"
1646134,"Computer data storage"
1871460,B-tree
1871460,"Index (database)"
1871460,"Database transaction"
1871460,"Data structure"
1871460,Database
1871460,"Binary numeral system"
1871460,"Data buffer"
1183674,Skyline
1183674,Sky
1183674,"Relational model"
1183674,Tuple
1183674,Logic
352314,"Fault-tolerant design"
1646250,Patent
1646250,Findability
1646250,"Query expansion"
1646250,"Document retrieval"
1646250,"Document clustering"
1646250,"Information retrieval"
1646250,"Cluster analysis"
1871788,"Noisy text"
1871788,Analytics
1871981,"Ontology (information science)"
1871981,Thesaurus
1871981,"Query expansion"
1871981,"Tag (metadata)"
1871981,"Information retrieval"
1871981,Ontology
2505660,"Factor analysis"
2505660,"Scientific modelling"
2505660,"Information retrieval"
2505660,"Human behavior"
2505689,"Full text search"
2505689,"Index (search engine)"
2505689,Semantics
2505689,"Ontology (information science)"
2505689,"Index (database)"
2505689,"YAGO (database)"
2505689,Co-occurrence
1646296,"Document classification"
1646296,"Vector space model"
1646296,Tf¿idf
1646296,"Unsupervised learning"
1646296,"Information retrieval"
1646296,"Machine learning"
1646296,"Vector space"
1871549,"Statistical classification"
1871549,"Feature selection"
1871549,"Prior probability"
1871549,"Data mining"
1871549,"Machine learning"
1871549,"Correlation and dependence"
2505594,"Statistical classification"
2505594,Probability
2505594,"Statistical inference"
2505594,"Conditional independence"
2505594,"Joint probability distribution"
2505594,"Document classification"
2505594,"Bayesian network"
2398580,"Referential integrity"
2398580,"Data quality"
2398580,"Database schema"
2398580,Database
2398580,"Use case"
2507871,Prediction
2507871,Autocorrection
2507871,"Performance prediction"
2507871,"Binary classification"
2507871,Statistics
2507871,"Web search engine"
1321500,"Distributed database"
1321500,"Hierarchical organization"
1321500,"Hierarchical clustering"
1321500,"Cluster analysis"
1321500,"Distributed computing"
1321500,Database
1321500,"Time complexity"
2064061,"Document conversion"
2064061,"Quality assurance"
2064061,"File viewer"
2064061,"Quality control"
2064061,"Data conversion"
2064061,Scalability
1645964,"Landing page"
1645964,"Advertising network"
1645964,Advertising
1645964,"World Wide Web"
1645964,"Organic search"
1645964,"Search advertising"
1645964,"Web search engine"
1645964,"Web page"
956868,"Open Directory Project"
956868,AOL
956868,"World Wide Web"
956868,"Web search engine"
1458226,"Cluster analysis"
1458226,Weaving
1458226,"Contingency table"
1458226,"Unsupervised learning"
1458226,"Information theory"
1458226,"Data mining"
2662036,"Abstract (summary)"
2662036,Centrality
2662036,"Graph theory"
2662036,Hypergraph
2662036,"Random walk"
2662036,"Vertex (graph theory)"
2662036,"Metric (mathematics)"
2662036,"Cluster analysis"
2505807,"Extract, transform, load"
2505807,"Online analytical processing"
2505807,"Data warehouse"
2505807,"Big data"
2505807,"Computer data processing"
2505807,Keynote
288677,"Distributed database"
288677,"Rule of inference"
288677,"Deductive database"
288677,"Distributed computing"
288677,Iteration
354846,"Materialized view"
354846,"Data warehouse"
354846,"Distribution (business)"
1316884,"Artificial neural network"
1316884,"Cluster analysis"
1316884,"Telecommunications network"
2063940,"Collaborative filtering"
2063940,"Vector space model"
2063940,Synonym
2063940,"Document retrieval"
2063940,Analogy
2063940,"User profile"
2063940,"First-order logic"
2063940,Integral
1871677,"Stratified sampling"
1871677,"Online and offline"
1871677,"Simple random sample"
1871677,"Sampling (statistics)"
1871677,Average
2505808,Annotation
2505808,"Information retrieval"
2505808,Semantics
2505808,DBpedia
2505808,"Natural language processing"
2505808,"Tag (metadata)"
2505808,"Linked Data"
1183769,Webgraph
1183769,"Time travel"
1183769,"Rank (linear algebra)"
2063921,"Complementarity (molecular biology)"
2063921,"Network theory"
2063921,"Node (networking)"
2063921,"Computer network"
1871741,Microblogging
1871741,"Sentiment analysis"
1871741,"Supervised learning"
1871741,"Machine learning"
1871741,Hypothesis
1871741,Blog
2398714,"Object database"
2398714,"Fuzzy logic"
2398714,Database
2398714,Indeterminism
2398714,Probability
2398714,"Geographic information system"
1099733,Effectiveness
1099733,"Redundancy (engineering)"
1099733,"Text Retrieval Conference"
1099733,Terabyte
1099733,Fingerprint
956870,"Maximum entropy probability distribution"
956870,Probability
956870,"Feature vector"
2398725,"Life-cycle assessment"
2398725,Semantics
2398725,Database
2398725,"Human impact on the environment"
2398725,"Data management"
2398725,Workflow
2398725,"Front and back ends"
2398725,Organization
354838,Video
354838,Database
221327,"Stock market index"
221327,"Object database"
352318,Database
2063628,"Lossless data compression"
2063628,"Document-term matrix"
2063628,"Inverted index"
2063628,"Matrix decomposition"
2063628,"Clique problem"
2063628,"Greedy algorithm"
2063628,"Array data structure"
2063628,"Text corpus"
221653,Speculation
221653,"World Wide Web"
1871517,Citation
1871517,Literature
1871517,"Search theory"
1871517,Publication
1871517,Abstraction
1871517,Idea
2063929,"Probability mass function"
2063929,"Entropy (information theory)"
2063929,"Level of measurement"
2063929,"Information theory"
2063929,"Random variable"
2063929,Entropy
1871491,"Online advertising"
1871491,Contract
1871491,Advertising
1871491,"Online and offline"
170446,"Distributed database"
2398702,"Prior art"
2398702,Scalability
2398702,"Anatomical terms of location"
2398702,"Information retrieval"
2398702,"Natural language user interface"
1646287,"Web search engine"
1646287,"Sentence (linguistics)"
170486,"Repertory grid"
170486,"Knowledge acquisition"
1871569,"Social network"
1871569,Adoption
1871569,"Direct marketing"
1871569,"Social isolation"
1871569,"Online advertising"
1871569,"Peer pressure"
1871569,Marketing
1871569,Advertising
1646156,"Relational database management system"
1646156,XPath
1646156,"XML database"
1646156,"Microsoft SQL Server"
1646156,SQL
1646156,"Query language"
1646156,"Front and back ends"
1321534,"Join (SQL)"
1321534,"Computer performance"
1321534,XML
1321534,Bracket
1321534,"Secure copy"
1321534,"Social environment"
956940,Bioinformatics
956940,"Data integration"
956940,"Guide RNA"
956940,"Computer data processing"
956940,Workflow
956940,Genomics
2396777,"Sampling (statistics)"
2396777,Interactivity
2396777,"Markov chain Monte Carlo"
2505632,"Modeling language"
2505632,"Tag (metadata)"
2505632,Folksonomy
2505632,"World Wide Web"
2505632,"Generating set of a group"
2505632,"Compact space"
2063983,"Web query classification"
2063983,"Information needs"
2063983,"Semi-supervised learning"
2063983,"Local search (Internet)"
2063983,"Web search query"
2063983,"Supervised learning"
2063983,Yahoo!
2063983,"Web search engine"
2389713,Twitter
2389713,Pharmacovigilance
2389713,"Investigational New Drug"
2389713,"Patient safety"
2389713,"Big data"
2389713,"Natural language processing"
2389713,"Social media"
2505652,Microblogging
2505652,Multimedia
2505652,Twitter
2505652,"Mass media"
2505652,"Sina Weibo"
2063818,"Relevance (information retrieval)"
2063818,"Data model"
2063818,Ranking
2063818,"Search algorithm"
2063818,"Language model"
2063818,Database
2063818,"Query optimization"
2398753,"Data management"
2398753,Ecosystem
2669609,Privacy
2669609,Risk
2669609,"Correlation and dependence"
2669609,"Online community"
2669609,Estimator
2669609,Statistics
2669609,"Graphical model"
956866,"Query expansion"
956866,"Document retrieval"
956866,WordNet
956866,"Information needs"
956866,"Web search engine"
956866,"Information retrieval"
956866,"World Wide Web"
1871498,"Question answering"
1871498,Semantics
1871498,Factoid
1871498,"Semantic role labeling"
1871498,"Information retrieval"
1871498,Ranking
1871498,"Software framework"
2063761,"Document Object Model"
2063761,"Node (computer science)"
2063761,"String (computer science)"
2063761,"Tree (data structure)"
2063761,"Edit distance"
2063663,Folksonomy
2063663,"Information retrieval"
2063663,"Tag (metadata)"
2063663,"Web search engine"
2063663,Semantics
2063663,Consistency
2063663,"Graphical model"
1871711,"Text mining"
1871711,"Knowledge representation and reasoning"
1871711,"Ontology (information science)"
1871711,"Application software"
1871711,Polysemy
1871711,Synonym
2505630,Scalability
2505630,"Bootstrapping (compilers)"
2505630,Cilk
2505630,"Just-in-time compilation"
2505630,OpenMP
2505630,"Machine code"
2505630,"Python (programming language)"
2505630,MATLAB
1458112,"Tag (metadata)"
1458112,Last.fm
1458112,"Search engine technology"
1458112,"Delicious (website)"
1458112,Folksonomy
1458112,Flickr
1458112,"Anchor text"
1458112,"User-generated content"
2398675,Subjectivity
2398675,"Internet forum"
2398675,"Subject (philosophy)"
2398675,"Information needs"
2398675,"Web search engine"
2398675,Internet
2063656,"Search algorithm"
2063656,"Social network"
2063656,"Access control"
2063656,"Synthetic data"
2063656,Privacy
2063656,"Mathematical optimization"
2063656,"Algorithmic efficiency"
1646158,"Bitmap index"
1646158,"Decision support system"
1646158,"Inverted index"
1646158,"Information retrieval"
1646158,"Synthetic data"
584901,"Data management"
584901,Dissemination
584901,"Distributed computing"
584901,Insight
584901,"Relational database management system"
584901,"Java Servlet"
584901,"Subject-matter expert"
2063591,"Distributed web crawling"
2063591,"Web search engine"
2063591,Internet
2063591,"Distributed computing"
2398559,"Recommender system"
2398559,Logic
2398559,"Web application"
2398559,Literature
2398411,"Pivot language"
2398411,"Relationship extraction"
1321561,Semantics
1321561,"Semantic similarity"
2064009,"Data warehouse"
2064009,DBpedia
2064009,SQL
2064009,"Database schema"
2064009,Metadata
2064009,Database
2398633,"Cluster analysis"
2398633,"Node (computer science)"
2398633,"Tracing (software)"
2398633,"Social network"
1651448,"Opinion leadership"
1651448,"Social networking service"
1651448,"Web 2.0"
1651448,Wiki
1651448,"Internet forum"
1651448,"Text mining"
1651448,"Social network"
1651448,Blog
1099715,"Web document"
1099715,Genre
1099715,"Web crawler"
1099715,"Web page"
1099715,"Page layout"
1099715,"Web search engine"
2505522,Scalability
2505522,Subnetwork
2505522,"Biological network"
2505522,"Graph (mathematics)"
2505522,"Node (networking)"
2505522,"Online algorithm"
2505522,"Nearest neighbor search"
2661891,"Data structure"
2661891,"Compressed data structure"
2661891,"Linear subspace"
2661891,Skyline
191256,HyTime
191256,"Object database"
191256,Hypermedia
191256,"International Organization for Standardization"
191256,"Open standard"
191256,Requirement
354832,"Cluster analysis"
1646037,Skyline
1646037,"Gaussian function"
1646037,"Probability density function"
1646037,"Vector space"
1646037,"Normal distribution"
1646037,"Parametric equation"
1646037,Histogram
2398718,"Graph (abstract data type)"
2398718,"Semantic Web"
2398718,Metadata
191271,"Structured document"
191271,"Information retrieval"
191271,Database
191271,"Standard Generalized Markup Language"
191271,"Object database"
191271,"Data integration"
191271,HyTime
1646038,"Graphics processing unit"
1646038,"Cluster analysis"
1646038,DBSCAN
1646038,"Computer graphics"
1646038,"Parallel algorithm"
1646038,"Big data"
1646038,"Symbolic computation"
1646038,"Time complexity"
2063684,"Collaborative filtering"
2063684,"Recommender system"
2063684,"Cluster analysis"
2063684,Semantics
1458163,"Model theory"
1458163,"Application software"
1458163,Personalization
1458163,"Knowledge representation and reasoning"
1458163,Logic
1646052,Voting
1646052,"Social network"
1646052,"Voting system"
1646052,"Proxy voting"
1646052,"Decision making"
1646052,"Online and offline"
1646052,"Group action"
320057,"Multiple inheritance"
320057,"Incremental encoding"
320057,"Binary numeral system"
320057,"Lattice (order)"
320057,"Time complexity"
320057,"Compact space"
1871868,Child
1871868,Transliteration
1871868,Literacy
1871868,"Reading comprehension"
1871868,E-book
1871868,Digitizing
1871595,"Thread (computer science)"
1871595,"Node (computer science)"
1871595,"Concurrency control"
1871595,Multiprocessing
1871595,"Multi-core processor"
1871595,"CPU cache"
1871595,Standardization
1871595,"Parallel computing"
2398534,"Spell checker"
2398534,Interactivity
2398534,"Context awareness"
2398534,"Tag (metadata)"
2398534,"Wisdom of the crowd"
2398534,"Mass media"
2398534,"Graph (mathematics)"
1871781,Peer-to-peer
1871781,"Access control"
1871781,SQL
1871781,"Public-key cryptography"
1871781,Encryption
1871781,"Query language"
1871781,"Cryptographic protocol"
2505553,"Differential privacy"
2505553,Substring
2505553,Trie
2505553,Noise
2398480,"Record linkage"
2398480,Privacy
2398480,Embedding
2398480,Gram
2398480,Database
2398480,Scalability
2398480,"Differential privacy"
2398480,"Euclidean space"
2398687,Toolbar
2398687,"Association rule learning"
2398687,"Web search engine"
2398687,"Uniform Resource Locator"
2398687,"World Wide Web"
2398687,"Information discovery"
2505680,"User-generated content"
2505680,Serendipity
2505680,"Yahoo! Answers"
2505680,Wikipedia
2505680,Encyclopedia
2505680,"Question answering"
2505680,Metadata
2505680,"Web search engine"
191283,"Predicate logic"
191283,"Description logic"
191283,"Infinitary logic"
191283,"Free variables and bound variables"
191283,"Term (logic)"
191283,"Logical disjunction"
191283,"Binary function"
191283,"First-order logic"
1031230,"Relevance feedback"
1031230,"Information retrieval"
1031230,"Data mining"
1031230,Scalability
1099627,"Document classification"
1099627,"Metasearch engine"
1099627,"Information retrieval"
1099627,"Web page"
1099627,"World Wide Web"
1099627,"Spaced repetition"
